User,Reaction Type,Reaction Date
2650,Comment,1588164629
685,Like,1588165790
657,Like,1588166637
4740,Like,1588162692
8592,Like,1588165142
2957,Emoticon,1588166348
2096,Emoticon,1588163262
736,Comment,1588167034
643,Emoticon,1588164622
706,Comment,1588165156
2957,Comment,1588164835
7124,Like,1588161264
671,Comment,1588165210
4591,Like,1588169238
6071,Like,1588167942
652,Like,1588163869
645,Comment,1588163228
705,Emoticon,1588162960
5837,Emoticon,1588165759
17,Comment,1588168830
670,Like,1588165142
2792,Like,1588164115
7821,Comment,1588164751
75,Comment,1588166083
647,Emoticon,1588166737
6011,Comment,1588169057
7817,Like,1588162470
17,Emoticon,1588165671
705,Like,1588165276
635,Comment,1588162658
8160,Like,1588164804
4620,Emoticon,1588165132
691,Like,1588164060
707,Comment,1588165800
5679,Comment,1588162334
7508,Like,1588164893
641,Emoticon,1588163248
724,Comment,1588166295
734,Emoticon,1588163283
9139,Emoticon,1588167273
665,Like,1588164994
833,Comment,1588166897
68,Emoticon,1588165364
8592,Emoticon,1588166103
673,Like,1588163308
68,Like,1588166741
4915,Comment,1588164381
666,Like,1588164180
684,Like,1588167067
728,Comment,1588163680
697,Comment,1588166092
697,Comment,1588168503
734,Like,1588167400
3402,Emoticon,1588165255
788,Emoticon,1588167384
3390,Comment,1588169747
673,Like,1588168837
648,Emoticon,1588165968
1616,Emoticon,1588162995
8948,Comment,1588164152
72,Like,1588168609
1792,Emoticon,1588163714
717,Comment,1588162419
2096,Comment,1588169359
664,Emoticon,1588168286
690,Comment,1588164383
7821,Emoticon,1588167932
5249,Comment,1588162164
717,Comment,1588163796
636,Like,1588160355
287,Comment,1588166660
3402,Comment,1588166754
4591,Like,1588165968
118,Emoticon,1588168034
6011,Like,1588164785
6890,Comment,1588165669
639,Emoticon,1588164272
735,Emoticon,1588164418
7677,Emoticon,1588166268
8729,Emoticon,1588162625
8729,Like,1588166289
722,Emoticon,1588163466
2549,Like,1588165218
3402,Like,1588165559
7950,Like,1588168233
696,Like,1588163444
675,Emoticon,1588164889
6525,Emoticon,1588165868
696,Emoticon,1588165236
2974,Like,1588162889
6944,Comment,1588163748
3753,Comment,1588164599
7270,Emoticon,1588167565
681,Emoticon,1588164585
7378,Like,1588164095
671,Emoticon,1588162840
704,Emoticon,1588167950
724,Comment,1588165507
724,Like,1588161847
5679,Emoticon,1588165781
4750,Emoticon,1588166771
7241,Like,1588164099
7604,Like,1588165528
718,Emoticon,1588167786
707,Emoticon,1588164155
7045,Like,1588167157
695,Comment,1588164505
415,Like,1588165160
651,Comment,1588165019
2930,Emoticon,1588162949
694,Like,1588166411
650,Like,1588165461
656,Like,1588164710
9139,Comment,1588164344
666,Like,1588166861
3390,Like,1588166024
415,Like,1588161609
8948,Comment,1588163586
647,Comment,1588162115
8160,Comment,1588166266
8682,Comment,1588167933
833,Like,1588165956
682,Emoticon,1588164251
735,Comment,1588164826
5164,Emoticon,1588164380
706,Emoticon,1588165418
764,Comment,1588165843
71,Emoticon,1588166241
701,Comment,1588165049
1595,Emoticon,1588168246
3741,Emoticon,1588163983
655,Emoticon,1588164560
7378,Like,1588168152
67,Like,1588165266
6525,Emoticon,1588167347
7814,Like,1588165287
5164,Like,1588163346
73,Like,1588167562
8160,Emoticon,1588167418
700,Comment,1588162121
118,Like,1588165882
1518,Like,1588165417
667,Comment,1588168977
674,Emoticon,1588163650
636,Like,1588165667
7045,Like,1588162348
5921,Like,1588162457
4264,Like,1588164206
684,Emoticon,1588165042
5164,Like,1588165599
642,Comment,1588163421
677,Like,1588164566
709,Like,1588168272
2930,Emoticon,1588163945
683,Like,1588163545
7124,Emoticon,1588162785
694,Comment,1588164714
660,Like,1588167711
703,Emoticon,1588165739
667,Like,1588168978
668,Comment,1588163435
7821,Comment,1588164988
833,Emoticon,1588165702
1518,Emoticon,1588167283
2930,Comment,1588168485
735,Emoticon,1588165745
73,Comment,1588165074
2238,Comment,1588166075
682,Emoticon,1588164439
692,Emoticon,1588167166
7811,Like,1588163305
717,Comment,1588164329
808,Emoticon,1588167924
5921,Emoticon,1588170069
516,Like,1588164235
8160,Like,1588167028
7814,Comment,1588162902
683,Like,1588167326
1440,Comment,1588163708
680,Emoticon,1588163577
708,Comment,1588166037
705,Comment,1588164727
639,Like,1588164140
2792,Comment,1588162192
833,Like,1588166893
719,Comment,1588165052
6988,Like,1588165664
71,Like,1588165257
700,Comment,1588167204
2105,Comment,1588169212
6890,Comment,1588166043
7812,Comment,1588170559
3753,Comment,1588164688
640,Like,1588166070
1792,Comment,1588166880
710,Comment,1588164340
7950,Emoticon,1588163792
691,Like,1588164349
1931,Comment,1588160877
708,Like,1588167049
726,Comment,1588166144
7815,Comment,1588164927
676,Like,1588162687
715,Emoticon,1588166005
712,Comment,1588168687
6890,Like,1588165418
686,Like,1588165584
643,Like,1588163454
2930,Like,1588163926
788,Comment,1588160812
8592,Emoticon,1588163633
4273,Like,1588165135
727,Comment,1588166122
6890,Comment,1588168395
6944,Emoticon,1588164421
689,Emoticon,1588164169
697,Comment,1588168293
2141,Like,1588166711
638,Like,1588166907
1946,Like,1588166239
642,Like,1588162623
7378,Emoticon,1588163301
714,Emoticon,1588164096
5164,Like,1588164481
4160,Comment,1588165200
6204,Comment,1588165280
2974,Emoticon,1588164122
717,Emoticon,1588165042
694,Comment,1588163212
2974,Comment,1588166948
681,Like,1588164609
655,Emoticon,1588166742
652,Comment,1588165916
719,Emoticon,1588163373
634,Like,1588165317
4915,Emoticon,1588168509
664,Emoticon,1588164646
701,Comment,1588166328
7604,Comment,1588166068
7821,Comment,1588165550
673,Emoticon,1588168476
764,Comment,1588163434
703,Like,1588160251
1887,Emoticon,1588168372
656,Emoticon,1588165112
516,Like,1588166346
2395,Like,1588166158
663,Comment,1588164683
703,Emoticon,1588166601
638,Like,1588164604
5313,Emoticon,1588163487
8682,Comment,1588163476
681,Comment,1588163061
736,Like,1588168200
808,Comment,1588160335
7821,Emoticon,1588164515
666,Comment,1588165226
1946,Emoticon,1588162769
6944,Emoticon,1588168151
1440,Like,1588161713
7814,Like,1588165003
8222,Comment,1588162982
657,Emoticon,1588168112
2957,Emoticon,1588167679
1931,Like,1588166118
712,Comment,1588162936
1440,Emoticon,1588164719
73,Emoticon,1588160788
640,Comment,1588167885
4727,Like,1588164714
678,Emoticon,1588164118
1887,Emoticon,1588164910
694,Emoticon,1588165923
680,Comment,1588162989
1887,Emoticon,1588161977
1887,Emoticon,1588168006
703,Comment,1588164707
5921,Comment,1588163221
657,Emoticon,1588166180
3592,Like,1588165329
1518,Like,1588165603
655,Emoticon,1588164747
1616,Emoticon,1588166139
1595,Emoticon,1588166556
715,Like,1588166131
700,Like,1588163991
74,Like,1588166377
7604,Comment,1588163772
671,Comment,1588167123
5052,Like,1588163736
4915,Comment,1588164388
693,Comment,1588164195
7604,Like,1588164390
1792,Like,1588166375
2105,Emoticon,1588166628
833,Comment,1588164601
808,Like,1588166654
8948,Like,1588167051
8160,Comment,1588163943
645,Comment,1588164286
690,Like,1588167970
2473,Comment,1588164677
7813,Like,1588164147
7811,Emoticon,1588165170
664,Emoticon,1588164746
644,Like,1588165455
655,Comment,1588166294
703,Like,1588165522
6011,Comment,1588165639
7215,Emoticon,1588168630
2771,Like,1588163447
3753,Comment,1588165351
2771,Emoticon,1588162125
6988,Emoticon,1588161263
7811,Comment,1588164003
2771,Emoticon,1588165830
1518,Emoticon,1588163252
3402,Emoticon,1588166366
8642,Emoticon,1588165169
6988,Emoticon,1588166881
1946,Comment,1588168068
678,Emoticon,1588169314
1931,Emoticon,1588166661
4423,Like,1588161903
833,Comment,1588166487
710,Comment,1588164175
2957,Comment,1588162236
2466,Like,1588164397
8729,Emoticon,1588165201
5837,Like,1588167957
4902,Emoticon,1588165248
4423,Emoticon,1588162946
8285,Like,1588164063
7190,Like,1588165771
1887,Comment,1588163830
75,Comment,1588162762
636,Like,1588165185
646,Like,1588165818
2792,Like,1588164593
703,Comment,1588166672
731,Comment,1588166184
729,Emoticon,1588165397
642,Comment,1588164492
674,Like,1588166502
716,Like,1588164353
8948,Comment,1588163910
2400,Like,1588168764
660,Like,1588161784
4351,Comment,1588167109
5921,Emoticon,1588166580
6988,Comment,1588163879
1595,Like,1588166863
3402,Like,1588166312
5921,Like,1588166140
715,Like,1588160936
8647,Like,1588166857
5521,Comment,1588165520
4273,Like,1588168976
686,Like,1588167175
5013,Like,1588167477
6988,Like,1588163199
2395,Comment,1588167327
69,Comment,1588163149
7950,Comment,1588164511
5249,Like,1588170606
17,Emoticon,1588163789
2105,Emoticon,1588165116
658,Like,1588167134
7821,Comment,1588165323
5187,Like,1588164746
645,Emoticon,1588162712
7950,Emoticon,1588165008
660,Like,1588164310
7738,Comment,1588163180
2771,Comment,1588163076
2957,Emoticon,1588168184
2753,Comment,1588161148
2812,Like,1588165380
733,Like,1588167765
7604,Emoticon,1588165551
1792,Emoticon,1588163274
7811,Comment,1588168169
645,Comment,1588162152
72,Like,1588164716
4740,Emoticon,1588164693
6890,Emoticon,1588166547
9087,Emoticon,1588161804
2957,Comment,1588165086
636,Emoticon,1588160617
647,Comment,1588168897
678,Emoticon,1588162965
717,Like,1588164531
1887,Comment,1588165076
2930,Emoticon,1588165908
696,Emoticon,1588165697
675,Like,1588166384
723,Like,1588160041
726,Like,1588163016
5249,Like,1588166380
2395,Emoticon,1588164848
7814,Emoticon,1588166182
2400,Like,1588164269
7813,Like,1588166426
667,Comment,1588169203
644,Emoticon,1588167649
6204,Comment,1588166611
4273,Comment,1588166390
7604,Emoticon,1588164637
713,Like,1588166998
7817,Comment,1588164027
661,Comment,1588167012
652,Emoticon,1588166491
4160,Comment,1588160653
6204,Like,1588168748
639,Emoticon,1588164704
684,Comment,1588165084
704,Emoticon,1588167370
682,Comment,1588165157
2096,Like,1588165506
4160,Comment,1588163016
4742,Comment,1588166609
666,Like,1588169577
642,Emoticon,1588166853
5249,Emoticon,1588163197
719,Like,1588162814
670,Emoticon,1588165865
1887,Emoticon,1588163889
640,Comment,1588169382
8160,Emoticon,1588165499
710,Like,1588165534
3558,Comment,1588167033
664,Comment,1588163890
696,Like,1588164637
737,Comment,1588167702
4160,Like,1588160724
734,Comment,1588166911
9139,Emoticon,1588166223
7813,Emoticon,1588163679
674,Like,1588164860
5921,Like,1588165245
716,Emoticon,1588163992
8592,Like,1588167217
67,Like,1588164656
5921,Emoticon,1588169529
635,Like,1588163264
6525,Comment,1588164557
7810,Like,1588165930
72,Like,1588164746
71,Like,1588166409
2141,Like,1588162535
736,Emoticon,1588166219
72,Emoticon,1588164928
5187,Like,1588168771
2105,Like,1588168119
4160,Emoticon,1588165085
2238,Comment,1588163482
730,Emoticon,1588162396
655,Emoticon,1588166837
1946,Comment,1588163169
7215,Comment,1588165326
651,Emoticon,1588163916
7817,Like,1588165319
664,Comment,1588164665
6890,Emoticon,1588163575
706,Emoticon,1588168397
2812,Like,1588161061
736,Emoticon,1588166740
730,Emoticon,1588165794
663,Comment,1588165765
1440,Emoticon,1588165939
5187,Comment,1588162192
710,Like,1588165320
9139,Like,1588166167
645,Comment,1588165523
1500,Emoticon,1588167129
2812,Emoticon,1588166802
6071,Like,1588162490
1616,Emoticon,1588167451
7270,Emoticon,1588167906
671,Like,1588165554
4423,Like,1588164849
7190,Emoticon,1588167039
650,Like,1588162039
737,Like,1588165837
7215,Comment,1588164713
649,Comment,1588165724
651,Emoticon,1588164113
7270,Like,1588167632
735,Emoticon,1588165067
808,Like,1588167596
2105,Comment,1588165142
639,Comment,1588163807
636,Like,1588167047
735,Comment,1588166943
670,Like,1588164507
688,Comment,1588164381
656,Emoticon,1588164895
673,Comment,1588166590
2702,Emoticon,1588168273
737,Comment,1588167075
671,Comment,1588166770
764,Comment,1588165722
643,Comment,1588163715
635,Like,1588164466
7190,Comment,1588164168
653,Emoticon,1588162619
788,Emoticon,1588163538
2466,Emoticon,1588165321
2974,Comment,1588165778
4620,Comment,1588164307
7814,Comment,1588164085
69,Like,1588163145
72,Emoticon,1588166859
7124,Like,1588166683
6071,Like,1588166070
644,Emoticon,1588165931
646,Emoticon,1588163271
2466,Like,1588167015
5145,Emoticon,1588166842
1887,Comment,1588165837
721,Comment,1588165464
5313,Comment,1588166710
650,Like,1588165808
5164,Emoticon,1588168334
690,Like,1588165625
652,Comment,1588165438
709,Emoticon,1588162986
4620,Emoticon,1588165342
722,Like,1588163997
65,Comment,1588161559
2974,Comment,1588165890
8948,Emoticon,1588165840
17,Emoticon,1588167236
4742,Like,1588168380
698,Emoticon,1588163801
6572,Comment,1588164619
6007,Emoticon,1588162727
688,Emoticon,1588165458
693,Emoticon,1588168586
68,Like,1588161162
704,Comment,1588165298
5521,Emoticon,1588164104
2549,Emoticon,1588167164
3390,Comment,1588169423
4264,Like,1588165517
2096,Comment,1588168363
654,Like,1588165093
2395,Emoticon,1588163388
675,Emoticon,1588162820
725,Comment,1588168753
639,Emoticon,1588166007
691,Emoticon,1588166091
702,Like,1588167284
719,Comment,1588163836
730,Comment,1588168128
700,Emoticon,1588163755
701,Like,1588166009
657,Like,1588164431
718,Comment,1588165815
644,Comment,1588161710
708,Like,1588164865
731,Like,1588162974
2930,Like,1588165295
669,Like,1588167819
642,Like,1588165525
1946,Like,1588167504
706,Comment,1588167216
706,Like,1588164291
687,Like,1588167409
6988,Comment,1588165338
715,Like,1588162194
2753,Emoticon,1588168454
6525,Emoticon,1588168643
4742,Like,1588165427
6525,Emoticon,1588167716
7738,Emoticon,1588163585
8727,Emoticon,1588166788
685,Comment,1588162983
5145,Like,1588166838
735,Emoticon,1588167098
2974,Comment,1588167598
683,Comment,1588163120
4915,Emoticon,1588165167
717,Like,1588165399
4018,Emoticon,1588165514
788,Like,1588163569
649,Like,1588165281
764,Like,1588163581
728,Like,1588164644
731,Emoticon,1588163757
673,Emoticon,1588165698
712,Emoticon,1588160641
3558,Comment,1588168507
692,Comment,1588166860
733,Comment,1588166213
709,Like,1588168046
663,Emoticon,1588166927
7677,Like,1588163016
650,Comment,1588166472
715,Like,1588165306
5187,Comment,1588166165
673,Like,1588167318
788,Comment,1588163237
662,Comment,1588162618
647,Comment,1588162131
700,Comment,1588168392
3558,Emoticon,1588161576
717,Emoticon,1588163857
648,Comment,1588166127
808,Comment,1588164614
1931,Emoticon,1588165509
2473,Comment,1588164222
2096,Emoticon,1588166900
6944,Comment,1588161723
720,Emoticon,1588167091
3741,Like,1588164365
7816,Like,1588162599
4902,Emoticon,1588163392
642,Like,1588164907
1887,Like,1588165019
66,Emoticon,1588167767
732,Comment,1588167857
7738,Comment,1588165152
8160,Emoticon,1588166490
2812,Like,1588169427
699,Like,1588164696
655,Emoticon,1588166080
808,Like,1588167133
8019,Comment,1588163805
8727,Like,1588165695
8222,Emoticon,1588164453
833,Like,1588165824
4742,Comment,1588166669
659,Like,1588168740
4351,Comment,1588162129
5837,Emoticon,1588162506
6572,Comment,1588166069
8592,Emoticon,1588165688
701,Comment,1588165720
6572,Comment,1588164617
724,Like,1588164818
649,Emoticon,1588170194
8647,Emoticon,1588164560
7821,Like,1588161961
8592,Emoticon,1588165319
662,Comment,1588163767
669,Comment,1588164270
641,Emoticon,1588163420
719,Comment,1588163124
3402,Like,1588165035
733,Comment,1588164463
4160,Like,1588166845
702,Emoticon,1588163333
8682,Emoticon,1588162904
5679,Comment,1588168360
2930,Like,1588166398
415,Emoticon,1588166072
703,Emoticon,1588164492
652,Comment,1588164957
713,Like,1588166310
669,Like,1588163601
1595,Comment,1588163642
1946,Like,1588165611
1931,Like,1588164267
693,Comment,1588167818
1603,Like,1588168006
7817,Comment,1588166058
7813,Comment,1588165939
6204,Comment,1588165895
8642,Like,1588164123
715,Comment,1588164604
6525,Emoticon,1588166067
118,Like,1588166074
6071,Like,1588163340
675,Comment,1588161754
465,Like,1588163660
731,Comment,1588167152
706,Like,1588166059
690,Emoticon,1588165099
665,Emoticon,1588167125
644,Like,1588165357
721,Like,1588161549
702,Comment,1588163108
73,Emoticon,1588163934
645,Like,1588169544
1931,Like,1588163624
713,Emoticon,1588163930
714,Emoticon,1588162568
726,Like,1588165309
3402,Comment,1588164354
678,Emoticon,1588168622
685,Comment,1588165719
1792,Emoticon,1588166846
680,Emoticon,1588162252
3390,Emoticon,1588166816
8948,Emoticon,1588163855
2466,Like,1588165065
649,Like,1588165051
695,Emoticon,1588166330
642,Emoticon,1588166965
657,Comment,1588168705
5249,Emoticon,1588167917
728,Emoticon,1588167580
8948,Emoticon,1588166125
6071,Emoticon,1588164661
